text,emotion
کافیه آدم چیزی رو بخواد تا اون چیز به دستش برسه، و بهترین چیزی که میشه خواست موفقیت و شادیاست. من دارم به چیزهایی که میخوام میرسم بدون غر زدن و بدون بهانهگیری. چون دارم با اشتیاق برای خواستههام تلاش میکنم.,happiness
مصیح جان چه کار خوبی بود بلاخره یکی هم باید باشه جک بسازه واسه خنده دیگران که تو این کار رو کردی برکنا,happiness
هر کسی پناهگاهی داره که وقتی بغض گلو گیر نفسش می شه دست دلشو میگیره و میره که قرار بگیره.... هر چند گفته بودم که حاجتمو ندیدی دیگه نمیام پیشت؛ اما چه کنم جز تو ندارم پناهی ... تو بزرگی و مهربونی مثل همه خاطرات خوب کبوترم هوایی شدم ببین عجب گدایی شدم,sadness
???????? فقط با ایستادن جلوی این کاسه لیسان میتونیم ببینیم که خشم نود میلیون ایرانی ینی چی,anger
از این میزان خشم اِعمالشده توسط جامعه که فروخوردمش، میترسم.,fear
از مسئولان باید تشکر کنم که قطعی برق خوابگاه رو برای امروز نگه داشته بودن که امتحانات تموم بشه. *نیمهی پر لیوان اینتنسیفایز*,happiness
هفته دیگه روی هم ۹۰۰ صفحه اسلاید امتحان دارم،خیلی عجیبه.,surprise
با صدام هشت سال جنگ را ادامه دادند و گفتند برای حفظ ناموستان از دست عراقیها و برای رسیدن به قدس از مسیر کربلا! باید بجنگید! حالا همان عراقیها در مشهد، دختران ایرانی را با چند دلاری صاحب میشوند! ما باختیم ... بدم باختیم,sadness
خب از قیافه هاشون مشخصه دیگه همشون سندروم دارن و شیرین عقلن برنامه شیرین عقلها روگذاشته بودن چرا ناراحت میشی گلم اتفاقا خنده دارن این شیرین عقلهای بی مخ,anger
فیلم ترسناک فقط اون لحظهای که لب خالیه و هیشکی نیست، یهو صدای پرینتر میاد!,fear
میشه اون بی پدری که اون بالا نشسته تو رو هیچوقت از من نگیره؟ چرا که من با تو اون شادی حقیقی ای رو یافتم عزیزم، که قلبم رو عین عسل نرم و روون میکنه.,happiness
با اينكه حالم از رژيم جمهورى اسلامى بهم ميخوره ولى از رفتن ظريف متاسف شدم، به عقيده من اگر روحانى و ظريف تصميم گيرنده بودند شايد مردم وضع بهترى داشتند.,sadness
خدایی دزدی شاخ داره یادم،،،،شمابرای رفع تکلیف دو روز بعد خبردادید،،،اونم برای سود20درصد خبردادید،،،دستتون میشکنه همون روز اتمام قرارداد زنگبزنید،،،،قانون20درصد راازدوماه پیش به شما مجوز دادن,anger
فکر نکنید خوش به حال ماست که کارمون به خوندن و مطالعه گره خورده. الان یک ساله در حسرت فراغتم که بشینم و چند تا رمان بخونم. از بس همهاش دارم یه چیزایی میخونم، وقت فراغت فقط میتونم کاری غیر از مطالعه انجام بدم.,sadness
یه فیلم الان دیدم، هوادار استقلال به چشمی میگفت چرا به وزیر اعتراض نمیکنین، من هوادار باید اعتراض کنم!!! الان سوال پیش اومد برام توقع داشتین وزیر براتون پنالتی بزنه یا پنالتی سایپا رو بگیره؟؟!!,surprise
چنین غافلگیری و اشک شوقم آرزوست... بحح بححح!! [خدا این جور آدمهای مهربون رو زیاد کنه] …,happiness
پیرمرد تو شعبه دنبال اتاق رییس شعبه بود بهش گفتم منم دارم میرم بیا. تو آسانسور دستشو نشون داد کبود بود. گفت پسرم کتکم زد کارت حقوقمو به زور گرفت. گفت من به پدرو مادرم خدمت کردم این شد بچه ام، وای به حال بچه من راهنمایی شد کارتشو بسوزونه اما اشک و کبودی بدنش شد ی درد روی بقیه دردا,sadness
از الان برای تور هفته دیگه ام استرس دارم از بس ترس از آدمای جدید و معاشرت دارم کاش کاری بهم نداشته باشن,fear
آرزوی موفقیت برای تیم ملی ایران در جام ملت های آسیا2019امارات,happiness
گپ مختصر با  مدیر مسئول  در نمایشگاه گرم #اینوتکس #inotex توصیه هاش عالی بود #inotexevent #شنبه_مگ #هفته_نامه_شنبه,happiness
فیلمهای هندی و عربی یه نقطه اشتراکشون اینه که پسر بعد از سالها پدر واقعیشو که پیدا میکنه اول دستشو میبوسه بعد پول تو جیبیشو میگیره ، نقطه اشتراک دومشم اینه که پایان هر دو فیلم غمگین و ناکامیه ! …,sadness
گاه گاهی زیر سقف این سفالین بام های مه گرفته قصه های درهم غم را ز نم نم های باران شنیدن بی تکان گهواره رنگین کمان را در کنار بام دیدن آرش کمانگیر از کسرایی,sadness
در یکی از ابسوردترین لحظات تاریخیم واقعا. ربع #پهلوی وعده میده ملک و نظام رو به۴۰ سال قبل برگردونه، شازده بابی قاجار به ۱۰۰ سال قبل. فقط مونده محمود افغان بیاد و وعده انقراض صفویان رو بده و در حیرت همگانی رای بیاره.,surprise
به ترانه علیدوستی، پگاه آهنگرانی و ممد گلزار تبریک می گم که تونستن یه فیلم مزخرف دیگه به تاریخ سینمای ایران اضافه کنن #مادر_قلب_اتمی,hate
یه جورایی انقد #تغییر کردم که برا خودمم عجیبه #چرا?,surprise
درود بر بختیاری های باغیرت سرزمینم... بهتون افتخار میکنیم #اتحاد,happiness
لعنت به این سرطان لعنتی. حیف که #حسين_محب_اهرى ،یکی ازنمادهای نوستالژیک ما دهه 50 ای ها را هم گرفت وبا خودش برد.اما به راستی این خبرنگار-هنرمند قوی بود.ولی افسوس که سرطان لعنتی دیگرفرصت نداد.به راستی چقدرزود دیرمی شود.,sadness
مسیح جون صد بار گفتم ،شما برو به زندگیت برس ،مردم ایران لیاقت همین وضعیتو دارن ،مردم ترسو بی فکر ،خلایق هر چه لایق,anger
ندا دختر ۱۰ساله که به خاطر اعتراض به #ازدواج_کودکان زندانی شده بود عمه و خواهرش به خاطر اجبار ازدواج اجباری در ۱۲ و ۱۳ سالگی دست به #خودسوزی زدند وندا از خانه فرار کرد. چرا یک دختر حق نداره بگه نمیخاد در کودکی ازدواج کنه؟ این اجبار و تحجر رو چرا باید بپذیره؟ #زنان_را_بشنوید …,sadness
